title,note,url,tags,comment,source_list,status,google_place_id,google_name,google_maps_uri,formatted_address,neighborhood,city,state,country,country_code,postal_code,latitude,longitude,primary_type,google_types,business_status,google_rating,review_count,price_level,match_status
Dusty Knuckle - Highbury Van,,https://www.google.com/maps/place/Dusty+Knuckle+-+Highbury+Van/data=!4m2!3m1!1s0x48761b007c2f114d:0x5120f5e301ce3aae,,,Wanna go,wanna_go,,,,,,,,,,,,,,,,,,,URL_RESOLUTION_FAILED
